"Name","Price","ProducerName","MPN","RamType","Size","Clock","Sticks","ProductPage"
"Corsair Vengeance LED blue DDR4-3200 CL16",319.04,"Corsair","CMU32GX4M4C3200C16B","DDR4-3200","32 GB",3200,4,"https://www.amazon.ca/CORSAIR-VENGEANCE-3200MHz-Desktop-Memory/dp/B01M0CZ83K?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M0CZ83K"
"Corsair Vengeance LED blue DDR4-3200 CL16",543.23,"Corsair","CMU64GX4M4C3200C16B","DDR4-3200","64 GB",3200,1,"https://www.amazon.ca/CORSAIR-VENGEANCE-4x16GB-3200MHz-Desktop/dp/B01LXJDEOA?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LXJDEOA"
"Corsair Vengeance LED red DDR4-2666 CL16",121.06,"Corsair","CMU16GX4M2A2666C16R","DDR4-2666","16 GB",2666,2,"https://www.amazon.ca/CORSAIR-Vengeance-2666MHz-Desktop-Memory/dp/B01HKF56JW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF56JW"
"Corsair Vengeance LED red DDR4-3000 CL15",159.58,"Corsair","CMU16GX4M2C3000C15R","DDR4-3000","16 GB",3000,2,"https://www.amazon.ca/CORSAIR-VENGEANCE-3000MHz-Desktop-Memory/dp/B01HKF3T8C?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF3T8C"
"Corsair Vengeance LED red DDR4-3000 CL15",262.77,"Corsair","CMU32GX4M2C3000C15R","DDR4-3000","32 GB",3000,1,"https://www.amazon.ca/CORSAIR-Vengeance-2x16GB-3000MHz-Desktop/dp/B01HKF4FNK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4FNK"
"Corsair Vengeance LED red DDR4-3000 CL15",285.91,"Corsair","CMU32GX4M4C3000C15R","DDR4-3000","32 GB",3000,4,"https://www.amazon.ca/CORSAIR-VENGEANCE-3000MHz-Desktop-Memory/dp/B01HKF4O90?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4O90"
"Corsair Vengeance LED red DDR4-3200 CL16",0,"Corsair","CMU32GX4M4C3200C16R","DDR4-3200","32 GB",3200,4,""
"Corsair Vengeance LED red DDR4-3200 CL16",295.79,"Corsair","CMU32GX4M2C3200C16R","DDR4-3200","32 GB",3200,1,"https://www.amazon.ca/CORSAIR-VENGEANCE-2x16GB-3200MHz-Desktop/dp/B01HKF48FU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF48FU"
"Corsair Vengeance LED red DDR4-3200 CL16",645.09,"Corsair","CMU64GX4M4C3200C16R","DDR4-3200","64 GB",3200,1,"https://www.amazon.ca/CORSAIR-VENGEANCE-4x16GB-3200MHz-Desktop/dp/B01HKF438C?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF438C"
"Corsair Vengeance LED red DDR4-3400 CL16",0,"Corsair","CMU32GX4M4C3400C16R","DDR4-3400","32 GB",3400,4,""
"Corsair Vengeance LED red DDR4-3466 CL16",0,"Corsair","CMU32GX4M4C3466C16R","DDR4-3466","32 GB",3466,4,""
"Corsair Vengeance LED Series",135.55,"Corsair","CMU16GX4M2A2666C16","DDR4-2666","16 GB",2666,2,"https://www.amazon.ca/dp/B01HKF59I0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LED white DDR4-3000 CL15",139.74,"Corsair","CMU16GX4M2C3000C15","DDR4-3000","16 GB",3000,2,"https://www.amazon.ca/CORSAIR-Vengeance-3000MHz-Desktop-Memory/dp/B01HKF4ZUI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4ZUI"
"Corsair Vengeance LED white DDR4-3000 CL15",275.13,"Corsair","CMU32GX4M4C3000C15","DDR4-3000","32 GB",3000,4,"https://www.amazon.ca/CORSAIR-VENGEANCE-3000MHz-Desktop-Memory/dp/B01HKF4HVK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4HVK"
"Corsair Vengeance LED white DDR4-3000 CL15",332.47,"Corsair","CMU32GX4M2C3000C15","DDR4-3000","32 GB",3000,1,"https://www.amazon.ca/CORSAIR-Vengeance-2x16GB-3000MHz-Desktop/dp/B01HKF3ZPY?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF3ZPY"
"Corsair Vengeance LED white DDR4-3200 CL16",566.17,"Corsair","CMU64GX4M4C3200C16","DDR4-3200","64 GB",3200,1,"https://www.amazon.ca/CORSAIR-VENGEANCE-4x16GB-3200MHz-Desktop/dp/B01HKF4NK0?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4NK0"
"Corsair Vengeance LED white DDR4-3400 CL16",0,"Corsair","CMU32GX4M4C3400C16","DDR4-3400","32 GB",3400,4,""
"Corsair Vengeance LED white DDR4-3466 CL16",402.55,"Corsair","CMU32GX4M4C3466C16","DDR4-3466","32 GB",3466,4,"https://www.amazon.ca/CORSAIR-VENGEANCE-3466MHz-Desktop-Memory/dp/B01HKF42JC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF42JC"
"Corsair Vengeance LP DDR3-1600 CL10",36.26,"Corsair","CML8GX3M1A1600C10","DDR3-1600","8 GB",1600,1,"https://www.amazon.ca/dp/B008E3M4TU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LP DDR3-1600 CL9",28.28,"Corsair","CML4GX3M1A1600C9","DDR3-1600","4 GB",1600,1,"https://www.amazon.ca/dp/B005W2A5M4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX",189.21,"Corsair","CMK16GX4M2D3200C16","DDR4-3200","16 GB",3200,2,"https://www.amazon.ca/Corsair-Vengeance-2x8GB-1-35V-CMK16GX4M2D3200C16/dp/B0711BS87T?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0711BS87T"
"Corsair Vengeance LPX Black DDR4-2133 CL13",152.32,"Corsair","CMK32GX4M4A2133C13","DDR4-2133","32 GB",2133,4,"https://www.amazon.ca/dp/B00PLER4HW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Black DDR4-2800 CL14",0,"Corsair","CMK32GX4M4B2800C14","DDR4-2800","32 GB",2800,4,""
"Corsair Vengeance LPX Black DDR4-3200 CL16",122.06,"Corsair","CMK32GX4M4B3200C16","DDR4-3200","32 GB",3200,4,"https://www.amazon.ca/dp/B017NW5RW8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX blue DDR4-2133 CL13",92.38,"Corsair","CMK16GX4M4A2133C13B","DDR4-2133","16 GB",2133,4,"https://www.amazon.ca/Corsair-CMK16GX4M4A2133C13B-Vengeance-2133MHz-Systems/dp/B00PLER55S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00PLER55S"
"Corsair Vengeance LPX Blue DDR4-2400 CL14",114.37,"Corsair","CMK16GX4M4A2400C14B","DDR4-2400","16 GB",2400,4,"https://www.amazon.ca/Corsair-Vengeance-2400MHz-PC4-19200-Memory/dp/B00T7XSHPG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00T7XSHPG"
"Corsair Vengeance LPX DDR4-2800 CL14 black",0,"Corsair","CMK64GX4M4B2800C14","DDR4-2800","64 GB",2800,1,""
"Corsair Vengeance LPX DDR4-2800 CL16 - blue",0,"Corsair","CMK16GX4M4A2800C16B","DDR4-2800","16 GB",2800,4,""
"Corsair Vengeance LPX DDR4-2800 CL16 - red",192.5,"Corsair","CMK16GX4M4A2800C16R","DDR4-2800","16 GB",2800,4,"https://www.amazon.ca/Corsair-Vengeance-2800MHz-Memory-Systems/dp/B00MPIEECU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MPIEECU"
"Corsair Vengeance LPX DDR4-2800 CL16 - black",0,"Corsair","CMK16GX4M4A2800C16","DDR4-2800","16 GB",2800,4,""
"Corsair Vengeance LPX DDR4-2800 red CL16",97.27,"Corsair","CMK8GX4M2A2800C16R","DDR4-2800","8 GB",2800,2,"https://www.amazon.ca/Corsair-CMK8GX4M2A2800C16R-Vengeance-2800MHz-Systems/dp/B015HDO474?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015HDO474"
"Corsair Vengeance LPX DDR4-2800 black CL16",0,"Corsair","CMK32GX4M2A2800C16","DDR4-2800","32 GB",2800,1,""
"Corsair Vengeance LPX DDR4-2800 black CL16",97.66,"Corsair","CMK8GX4M2A2800C16","DDR4-2800","8 GB",2800,2,"https://www.amazon.ca/Corsair-CMK8GX4M2A2800C16-Vengeance-2800MHz-Systems/dp/B015HDO33E?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015HDO33E"
"Corsair Vengeance LPX Red DDR4-3000 CL15",192.99,"Corsair","CMK16GX4M4B3000C15R","DDR4-3000","16 GB",3000,4,"https://www.amazon.ca/Corsair-CMK16GX4M4B3000C15R-Vengeance-3000MHz-PC4-24000/dp/B00QXT62IG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00QXT62IG"
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 16 - 32 GB Quad Kit",491.4,"Corsair","CMK32GX4M4B3600C16R","DDR4-3600","32 GB",3600,4,"https://www.amazon.ca/Corsair-CMK32GX4M4B3600C16R-Vengeance-PC4-28800-Memory/dp/B01CYILVQ2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CYILVQ2"
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 18 - 32 GB Quad Kit",0,"Corsair","CMK32GX4M4B3600C18R","DDR4-3600","32 GB",3600,4,""
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 18 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B3600C18R","DDR4-3600","8 GB",3600,2,""
"Corsair Vengeance LPX red + AF, DDR4-3733, CL 17 - 16 GB Dual Kit",229.94,"Corsair","CMK16GX4M2B3733C17R","DDR4-3733","16 GB",3733,2,"https://www.amazon.ca/Corsair-CMK16GX4M2B3733C17R-Vengeance-Memory-Airflow/dp/B01ET6XV24?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ET6XV24"
"Corsair Vengeance LPX red + AF, DDR4-3733, CL 17 - 32 GB Quad Kit",508.24,"Corsair","CMK32GX4M4B3733C17R","DDR4-3733","32 GB",3733,4,"https://www.amazon.ca/Corsair-CMK32GX4M4B3733C17R-Vengeance-3733MHz-Memory/dp/B01ET6XY4O?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ET6XY4O"
"Corsair Vengeance LPX red + AF, DDR4-3866, CL 18 - 16 GB Quad Kit",0,"Corsair","CMK16GX4M4B3866C18R","DDR4-3866","16 GB",3866,4,""
"Corsair Vengeance LPX red + AF, DDR4-3866, CL 18 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B3866C18R","DDR4-3866","8 GB",3866,2,""
"Corsair Vengeance LPX red + AF, DDR4-4000, CL 19 - 16 GB Dual Kit",0,"Corsair","CMK16GX4M2B4000C19R","DDR4-4000","16 GB",4000,2,""
"Corsair Vengeance LPX red + AF, DDR4-4000, CL 19 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B4000C19R","DDR4-4000","8 GB",4000,2,""
"Corsair Vengeance LPX red + AF, DDR4-4133, CL 19 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B4133C19R","DDR4-4133","8 GB",4133,2,""
"Corsair Vengeance LPX red + AF, DDR4-4200, CL 19 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B4200C19R","DDR4-4200","8 GB",4200,2,""
"Corsair Vengeance LPX red + AF, DDR4-4266, CL 19 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B4266C19R","DDR4-4266","8 GB",4266,2,""
"Corsair Vengeance LPX red DDR4-2133 CL13",0,"Corsair","CMK64GX4M4A2133C13R","DDR4-2133","64 GB",2133,1,""
"Corsair Vengeance LPX red DDR4-2133MHz CL13",39.89,"Corsair","CMK8GX4M2A2133C13R","DDR4-2133","8 GB",2133,2,"https://www.amazon.ca/dp/B0123ZAYIW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX red DDR4-3200 CL16",150.15,"Corsair","CMK32GX4M2B3200C16R","DDR4-3200","32 GB",3200,1,"https://www.amazon.ca/dp/B01ARHF6Z4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX red DDR4-3200MHz CL16",101.55,"Corsair","CMK8GX4M2B3200C16R","DDR4-3200","8 GB",3200,2,"https://www.amazon.ca/Corsair-Vengeance-2x4GB-DDR4-1-35V/dp/B0123ZBULW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZBULW"
"Corsair Vengeance LPX black",38.44,"Corsair","CMK16GX4M2E3200C16","DDR4-3200","16 GB",3200,2,"https://www.amazon.ca/dp/B07RS1G6XW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",39.89,"Corsair","CMK16GX4M2D3600C18","DDR4-3600","16 GB",3600,2,"https://www.amazon.ca/dp/B07RM39V5F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",47.14,"Corsair","CMK16GX4M2Z2400C16","DDR4-2400","16 GB",2400,2,"https://www.amazon.ca/dp/B06XDBJ6NR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",50.77,"Corsair","CMK16GX4M2Z3600C18","DDR4-3600","16 GB",3600,2,"https://www.amazon.ca/dp/B07FBVYFKH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",75.42,"Corsair","CMK32GX4M2E3200C16","DDR4-3200","32 GB",3200,2,"https://www.amazon.ca/dp/B07RW6Z692?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",123.31,"Corsair","CMK64GX4M2E3200C16","DDR4-3200","64 GB",3200,2,"https://www.amazon.ca/dp/B07Y4ZZ7LQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",138.87,"Corsair","CMK64GX4M2D3000C16","DDR4-3000","64 GB",3000,2,"https://www.amazon.ca/dp/B07VQJ9NPB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",165.65,"Corsair","CMK64GX4M4E3200C16","DDR4-3200","64 GB",3200,4,"https://www.amazon.ca/dp/B085SNLSX3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",402.58,"Corsair","CMK128GX4M4A2666C16","DDR4-2666","128 GB",2666,4,"https://www.amazon.ca/dp/B07V7WZ2H6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black",420.71,"Corsair","CMK64GX4M4B3200C16","DDR4-3200","64 GB",3200,4,"https://www.amazon.ca/dp/B016ORTUIA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black + AF",206.72,"Corsair","CMK32GX4M4B3600C18","DDR4-3600","32 GB",3600,4,"https://www.amazon.ca/dp/B01AKWV600?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black + AF, DDR4-3600, CL 18 - 16 GB Quad Kit",266.21,"Corsair","CMK16GX4M4B3600C18","DDR4-3600","16 GB",3600,4,"https://www.amazon.ca/Corsair-Vengeance-3600MHz-Memory-CMK16GX4M4B3600C18/dp/B017NW5UKW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017NW5UKW"
"Corsair Vengeance LPX black + AF, DDR4-3600, CL 18 - 8 GB Dual Kit",137.09,"Corsair","CMK8GX4M2B3600C18","DDR4-3600","8 GB",3600,2,"https://www.amazon.ca/Corsair-CMK8GX4M2B3600C18-Vengeance-3600MHz-Systems/dp/B0143UM7WG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0143UM7WG"
"Corsair Vengeance LPX black + AF, DDR4-3733, CL 17 - 16 GB Quad Kit",261.13,"Corsair","CMK16GX4M4B3733C17","DDR4-3733","16 GB",3733,4,"https://www.amazon.ca/Corsair-Vengeance-3733MHz-Memory-CMK16GX4M4B3733C17/dp/B019HVQSA8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B019HVQSA8"
"Corsair Vengeance LPX black + AF, DDR4-3733, CL 17 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B3733C17","DDR4-3733","8 GB",3733,2,""
"Corsair Vengeance LPX black + AF, DDR4-4000, CL 19 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B4000C19","DDR4-4000","8 GB",4000,2,""
"Corsair Vengeance LPX black + AF, DDR4-4133, CL 19 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B4133C19","DDR4-4133","8 GB",4133,2,""
"Corsair Vengeance LPX black + AF, DDR4-4200, CL 19 - 8 GB Dual Kit",0,"Corsair","CMK8GX4M2B4200C19","DDR4-4200","8 GB",4200,2,""
"Corsair Vengeance LPX black DDR4-2133 CL13",293.77,"Corsair","CMK64GX4M4A2133C13","DDR4-2133","64 GB",2133,1,"https://www.amazon.ca/dp/B017NW5JR6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX black DDR4-2133MHz CL13",52.95,"Corsair","CMK8GX4M2A2133C13","DDR4-2133","8 GB",2133,2,"https://www.amazon.ca/Corsair-DDR4-2133MHz-Systems-17000/dp/B0123ZAUAO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZAUAO"
"Corsair Vengeance LPX Series blue DDR4-2666",133.56,"Corsair","CMK32GX4M4A2666C16B","DDR4-2666","32 GB",2666,4,"https://www.amazon.ca/dp/B00PC9H61A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series red",130.56,"Corsair","CMK32GX4M2B3000C15R","DDR4-3000","32 GB",3000,2,"https://www.amazon.ca/dp/B01B1H2STG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series red DDR4-2400",0,"Corsair","CMK8GX4M2A2400C14R","DDR4-2400","8 GB",2400,2,""
"Corsair Vengeance LPX Series red DDR4-2400, CL14 - 16 GB Kit",86.21,"Corsair","CMK16GX4M4A2400C14R","DDR4-2400","16 GB",2400,4,"https://www.amazon.ca/dp/B00PC9H6BK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series red DDR4-2666",0,"Corsair","CMK16GX4M2A2666C16R","DDR4-2666","16 GB",2666,2,""
"Corsair Vengeance LPX Series red DDR4-2666",133.81,"Corsair","CMK32GX4M4A2666C16R","DDR4-2666","32 GB",2666,4,"https://www.amazon.ca/dp/B00PC9H6TM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series red DDR4-2666, CL16 - 8 GB Kit",42.22,"Corsair","CMK8GX4M2A2666C16R","DDR4-2666","8 GB",2666,2,"https://www.amazon.ca/dp/B0123ZB990?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series red DDR4-3000",0,"Corsair","CMK16GX4M2B3000C15R","DDR4-3000","16 GB",3000,2,""
"Corsair Vengeance LPX Series red DDR4-3200, CL16 - 16 GB Kit",0,"Corsair","CMK16GX4M4C3200C16R","DDR4-3200","16 GB",3200,4,""
"Corsair Vengeance LPX Series black",39.89,"Corsair","CMK16GX4M1A2666C16","DDR4-2666","16 GB",2666,1,"https://www.amazon.ca/dp/B019HVO62A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black",47.14,"Corsair","CMK16GX4M2B3000C15","DDR4-3000","16 GB",3000,2,"https://www.amazon.ca/dp/B0134EW7G8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black",49.92,"Corsair","CMK16GX4M2D3000C16","DDR4-3000","16 GB",3000,2,"https://www.amazon.ca/dp/B07B2Y1N8B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black",79.78,"Corsair","CMK32GX4M2A2666C16","DDR4-2666","32 GB",2666,2,"https://www.amazon.ca/dp/B0134EW44S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black",187.6,"Corsair","CMK64GX4M2A2666C16","DDR4-2666","64 GB",2666,2,"https://www.amazon.ca/dp/B07V6ST94W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-2133",39.89,"Corsair","CMK16GX4M2A2133C13","DDR4-2133","16 GB",2133,2,"https://www.amazon.ca/dp/B0123ZCD36?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-2133",76.16,"Corsair","CMK32GX4M2A2133C13","DDR4-2133","32 GB",2133,2,"https://www.amazon.ca/dp/B0196QNBU4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-2400",39.89,"Corsair","CMK16GX4M2A2400C16","DDR4-2400","16 GB",2400,2,"https://www.amazon.ca/dp/B017NW5NZY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-2400",40.35,"Corsair","CMK8GX4M2A2400C14","DDR4-2400","8 GB",2400,2,"https://www.amazon.ca/dp/B00S51XM5Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-2400",425.8,"Corsair","CMK128GX4M8A2400C14","DDR4-2400","128 GB",2400,8,"https://www.amazon.ca/Corsair-Vengeance-2400MHz-Memory-CMK128GX4M8A2400C14/dp/B00YLZWVBQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00YLZWVBQ"
"Corsair Vengeance LPX Series black DDR4-2666",50.77,"Corsair","CMK16GX4M2A2666C16","DDR4-2666","16 GB",2666,2,"https://www.amazon.ca/dp/B0123ZC44Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-2666",52.95,"Corsair","CMK8GX4M2A2666C16","DDR4-2666","8 GB",2666,2,"https://www.amazon.ca/dp/B0123ZB70Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-2666",84.11,"Corsair","CMK16GX4M4A2666C16","DDR4-2666","16 GB",2666,4,"https://www.amazon.ca/Corsair-Vengeance-PC4-21300-2666MHz-CMK16GX4M4A2666C16/dp/B00NMJJXU4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NMJJXU4"
"Corsair Vengeance LPX Series black DDR4-2666",119.68,"Corsair","CMK32GX4M4A2666C16","DDR4-2666","32 GB",2666,4,"https://www.amazon.ca/dp/B00OTJZTZE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-3000",50.96,"Corsair","CMK8GX4M2C3000C16","DDR4-3000","8 GB",3000,2,"https://www.amazon.ca/dp/B077ZFCWJW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-3000",141.44,"Corsair","CMK32GX4M2B3000C15","DDR4-3000","32 GB",3000,2,"https://www.amazon.ca/dp/B014UYPEXE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series black DDR4-3200, CL16 - 16 GB Kit",200.8,"Corsair","CMK16GX4M4C3200C16","DDR4-3200","16 GB",3200,4,"https://www.amazon.ca/Corsair-Vengeance-4x4GB-3200MHz-Memory/dp/B0196QN82U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0196QN82U"
"Corsair Vengeance LPX Series white",56.64,"Corsair","CMK16GX4M2A2666C16W","DDR4-2666","16 GB",2666,2,"https://www.amazon.ca/dp/B01EI5YZSA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series white",70.35,"Corsair","CMK16GX4M2D3000C16W","DDR4-3000","16 GB",3000,2,"https://www.amazon.ca/dp/B07B4G525F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series white",95.85,"Corsair","CMK16GX4M2B3000C15W","DDR4-3000","16 GB",3000,2,"https://www.amazon.ca/dp/B01EI5Z2T6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series white",130.56,"Corsair","CMK32GX4M2B3000C15W","DDR4-3000","32 GB",3000,2,"https://www.amazon.ca/dp/B01EI5Z8ZE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series white",170.46,"Corsair","CMK32GX4M2A2666C16W","DDR4-2666","32 GB",2666,2,"https://www.amazon.ca/dp/B01EI5Z5Y8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair Vengeance LPX Series white",305.91,"Corsair","CMK64GX4M4A2666C16W","DDR4-2666","64 GB",2666,4,"https://www.amazon.ca/dp/B01EI5ZK7K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
